id,baseline,topic,chapter_mapping,study_tier,mock,question,decision,verification,automatic_flags,fingerprint_matches
q-0463,True,social.regular-determination,社会保険の事務手続き,core,mogi-1,通常の定時決定の対象となる一般被保険者（短時間労働者ではない）について、4月と6月は支払基礎日数17日以上、5月だけ16日だった。特別な保険者算定はない場合、どの月で平均するか。,revise,complete,構造化計算未登録,True
q-0464,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,core,mogi-3,標準報酬月額の説明として、最も適切なものはどれか。,revise,complete,,True
q-0465,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年9月1日時点の健康保険の標準報酬月額の等級と範囲はどれか。,revise,complete,,True
q-0466,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,core,,2026年9月1日時点で報酬が高額な人について、健康保険と厚生年金保険の等級の関係として適切なものはどれか。,revise,complete,,True
q-0467,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,標準報酬月額の対象となる報酬として、適切なものはどれか。,revise,complete,,True
q-0468,True,social.remuneration-rates,,reinforcement,,通勤手当の報酬への算入について、適切なものはどれか。,retire,retired,,退役：公開対象外
q-0469,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,労働の対償として食事や住宅を継続的に現物支給し、本人からの費用負担は受けない。健康保険・厚生年金の報酬としての扱いはどれか。,revise,complete,,True
q-0470,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,標準報酬月額の対象となる報酬から除かれるものはどれか。,revise,complete,,True
q-0471,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,労働の対償として年3回支給する賞与（毎月の給与とは別に、3か月を超える期間ごとに支払うもの）の社会保険上の扱いはどれか。,revise,complete,,True
q-0472,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,同じ性質の賞与を、規程により通常年4回以上支給している。臨時の追加や分割で一時的に回数が増えた場合を除き、社会保険ではどう扱うか。,revise,complete,,True
q-0473,True,social.remuneration-rates,,reinforcement,,標準報酬月額の定時決定の時期関係として、適切なものはどれか。,retire,retired,,退役：公開対象外
q-0474,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,健康保険・厚生年金の随時改定の基本要件として適切なものはどれか。3か月とも必要な支払基礎日数を満たし、固定給と報酬等級の増減方向は同じで、上限・下限の特例等はない。,revise,complete,,True
q-0475,True,social.remuneration-rates,,reinforcement,,厚生年金保険料率の取扱いとして、2026年時点で適切なものはどれか。,retire,retired,,退役：公開対象外
q-0476,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,厚生年金保険料率18.3%を原則どおり労使折半した組合せはどれか。,revise,complete,,True
q-0477,True,social.remuneration-rates,,reinforcement,,協会けんぽの健康保険料率の設定単位として、適切なものはどれか。,retire,retired,,退役：公開対象外
q-0478,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,協会けんぽの2026年度の健康保険料率は、在職する一般の被保険者について何月分から適用されるか。任意継続・日雇特例は除く。,revise,complete,,True
q-0479,True,social.remuneration-rates,,reinforcement,,協会けんぽの介護保険料率の特徴として、適切なものはどれか。,retire,retired,,退役：公開対象外
q-0480,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年度、千葉県に住む従業員が東京都の協会けんぽ適用事業所で働いている。健康保険と介護保険の料率の設定単位、厚生年金の料率の組合せはどれか。,revise,complete,,True
q-0481,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,健康保険・厚生年金保険の月例保険料について、労使合計の保険料額を求める基本式はどれか。免除等はない。,revise,complete,,True
q-0482,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,協会けんぽと厚生年金に加入する40歳以上65歳未満の一般の被保険者で、介護保険の適用除外等はない。健康・介護・厚生年金の保険料の負担割合はどれか。,revise,complete,,True
q-0483,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,事業主と被保険者の間に端数処理の特約がない。給与から健康保険・厚生年金の本人負担分を控除するときの、1円未満の端数処理はどれか。,revise,complete,,True
q-0484,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,事業主と被保険者の間に端数処理の特約がない。本人負担の健康保険・厚生年金保険料を被保険者が事業主へ現金で支払うとき、円未満をどう処理するか。,revise,complete,,True
q-0485,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,端数処理後の事業主負担分と被保険者負担分の関係として、適切なものはどれか。,revise,complete,,True
q-0486,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,健康保険・厚生年金保険の月例保険料を、法律に基づく通常の翌月控除で処理する。退職時の精算でない場合の給与からの控除時期はどれか。,revise,complete,,True
q-0487,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,健康保険・厚生年金の資格を月の途中で取得し、そのまま月末まで加入している。保険料免除等がない場合、取得月の保険料はどうなるか。,revise,complete,,True
q-0488,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,前月以前から健康保険・厚生年金に加入していた従業員が、月末以外の日に退職した。免除等はなく、通常の翌月控除で前月分は未徴収である。退職月の給与で行う控除はどれか。,revise,complete,,True
q-0489,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,前月以前から加入する従業員が月末に退職する。健康保険・厚生年金の免除等はなく、通常の翌月控除で前月分と退職月分は未徴収、最終給与から引き切れる。控除できるのはどれか。,revise,complete,,True
q-0490,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,事業主が納付する健康保険料と厚生年金保険料の納付期限は、原則いつか。,revise,complete,,True
q-0491,True,social.remuneration-scope,給与計算担当者が知っておきたい社会保険制度,core,mogi-3,標準報酬月額の基礎となる報酬に通常含まれるものはどれか。,revise,complete,,True
q-0492,True,social.remuneration-scope,給与計算担当者が知っておきたい社会保険制度,core,mogi-1,2026年9月1日時点、会社が労働の対償として従業員へ社宅を継続的に提供し、本人から家賃の一部を徴収している。社会保険の報酬として適切な扱いはどれか。,revise,complete,,True
q-0493,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,core,mogi-3,同じ適用事業所の通常の労働者は週所定40時間・月所定20日である。同様の業務に就くAさんは週32時間・月12日、Bさんは週30時間・月15日。年齢等による適用除外はない。健康保険・厚生年金の「4分の3基準」を満たす人はどれか。適用拡大による別の加入要件はここでは判定しない。,revise,complete,構造化計算未登録,True
q-0494,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,core,,2026年9月1日時点、4分の3基準を満たさない特定適用事業所の短時間労働者について、週所定労働時間の要件の下限を正しく示すものはどれか。,revise,complete,構造化計算未登録,True
q-0495,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年9月1日時点、短時間労働者の適用要件となる所定内賃金の月額の下限はどれか。,revise,complete,,True
q-0496,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,reinforcement,,通常の業務で働く短時間労働者の社会保険適用について、雇用期間の見込みの基準を正しく示すものはどれか。季節的業務・臨時的事業の特例は除く。,revise,complete,,True
q-0497,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,reinforcement,,特定適用事業所の短時間労働者に関する学生要件として、適切なものはどれか。,revise,complete,,True
q-0498,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年9月1日時点、民間企業が特定適用事業所に該当する企業規模の下限を正しく示すものはどれか。人数は適用拡大の短時間労働者を除いた厚生年金被保険者等で判定する。,revise,complete,,True
q-0499,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年9月1日時点、短時間労働者の「年収約106万円」という目安の位置付けとして適切なものはどれか。,revise,complete,構造化計算未登録,True
q-0500,True,social.short-worker,給与計算担当者が知っておきたい社会保険制度,reinforcement,,"2026年9月1日時点、短時間労働者の月額88,000円要件と資格取得届の報酬月額における通勤手当の扱いはどれか。",revise,complete,構造化計算未登録,True
q-0501,True,social.workplaces,給与計算担当者が知っておきたい社会保険制度,core,mogi-3,X社は法人で、常用的に働き役員報酬を受ける事業主1人だけがいる。Y店は個人経営の飲食店で従業員3人を常時使用し、任意適用の認可は受けていない。2026年9月1日時点、健康保険・厚生年金の強制適用事業所に該当するのはどれか。X社の事業主は年齢等の適用除外に該当しない。,revise,complete,,True
q-0502,True,social.workplaces,給与計算担当者が知っておきたい社会保険制度,reinforcement,,2026年9月1日時点、個人事業所が原則として健康保険・厚生年金の強制適用となる業種・人数の組合せはどれか。,revise,complete,,True
q-0503,True,social.workplaces,給与計算担当者が知っておきたい社会保険制度,core,,強制適用でない事業所が任意適用事業所となるための手続として、適切なものはどれか。,revise,complete,,True
q-0504,True,social.base-days,社会保険の事務手続き,core,,健康保険・厚生年金の随時改定で、変動後3か月の各月に必要な支払基礎日数の原則的な下限はどれか。,revise,complete,,True
q-0505,True,social.base-days,社会保険の事務手続き,core,mogi-1,随時改定を判定する一般被保険者について、変動後3か月の支払基礎日数が17日、16日、20日だった。原則としてどうなるか。,revise,complete,構造化計算未登録,True
q-0506,True,social.dependents,給与計算担当者が知っておきたい社会保険制度,core,,2026年9月1日時点、30歳の配偶者を健康保険の被扶養者として認定する。障害による180万円基準の対象ではない場合、年間収入の原則的な基準額はどれか。他の認定要件も別途確認する。,revise,complete,構造化計算未登録,True
q-0507,True,social.dependents,給与計算担当者が知っておきたい社会保険制度,core,mogi-1,2026年に、同年12月31日時点で20歳となる子（配偶者ではなく、障害による180万円基準の対象でもない）を健康保険の被扶養者として認定する。年間収入の原則的な基準額はどれか。他の認定要件も別途確認する。,revise,complete,構造化計算未登録,True
q-0508,True,social.dependents,給与計算担当者が知っておきたい社会保険制度,core,,健康保険の被扶養者認定で用いる年間収入の意味として適切なものはどれか。,revise,complete,,True
q-0509,True,social.dependents,給与計算担当者が知っておきたい社会保険制度,reinforcement,,健康保険の被扶養者となるために、原則として被保険者との同居が必要な親族はどれか。,revise,complete,,True
q-0510,True,social.dependents,給与計算担当者が知っておきたい社会保険制度,reinforcement,,協会けんぽの被保険者が家族を新たに被扶養者とする場合に提出する届書はどれか。,revise,complete,,True
q-0511,True,social.leave-exemption,給与計算担当者が知っておきたい社会保険制度,reinforcement,,産前産後休業について事業主が必要な申出をした。免除対象月の健康保険料・厚生年金保険料の労使負担はどうなるか。,revise,complete,,True
q-0512,True,social.leave-exemption,給与計算担当者が知っておきたい社会保険制度,reinforcement,,必要な申出をした産前産後休業について、健康保険・厚生年金の月額保険料が免除される期間はどれか。,revise,complete,,True
q-0513,True,social.leave-exemption,給与計算担当者が知っておきたい社会保険制度,core,,2022年10月以後に開始した育児休業等について必要な申出をした。開始月の健康保険・厚生年金の月額保険料が免除される条件はどれか。,revise,complete,,True
q-0514,True,social.leave-exemption,,core,,育児休業等終了日に3歳未満の子を養育し、本人が申出を行い、報酬の支払基礎日数等の条件を満たしている。終了時改定の固定的賃金と等級差の条件を正しく示すものはどれか。,retire,retired,,退役：公開対象外
q-0515,True,social.leave-exemption,,reinforcement,,育児休業等終了時改定による標準報酬月額の改定時期はどれか。,retire,retired,,退役：公開対象外
q-0516,True,social.leave-exemption,,reinforcement,,産前産後休業終了日にその子を養育し、終了日の翌日から育児休業を開始せず、支払基礎日数等も満たしている。終了時改定に必要な申出と、等級差の下限の組合せはどれか。,retire,retired,,退役：公開対象外
q-0517,True,social.monthly-revision,社会保険の事務手続き,core,,社会保険における随時改定の主な目的は何か。,revise,complete,,True
q-0518,True,social.monthly-revision,社会保険の事務手続き,reinforcement,,随時改定における固定的賃金の変動に該当するものはどれか。,revise,complete,,True
q-0519,True,social.monthly-revision,社会保険の事務手続き,reinforcement,,手当の変更のうち、固定的賃金の変動に該当するものはどれか。,revise,complete,,True
q-0520,True,social.monthly-revision,社会保険の事務手続き,core,mogi-1,基本給や固定手当は変わらず、残業時間の増加だけで報酬が増えた場合の扱いはどれか。,revise,complete,,True
q-0521,True,social.monthly-revision,,reinforcement,,時給制の被保険者について、時間当たりの単価が変更された場合の扱いはどれか。,retire,retired,,退役：公開対象外
q-0522,True,social.monthly-revision,社会保険の事務手続き,reinforcement,,随時改定における変動月の説明として適切なものはどれか。,revise,complete,,True
q-0523,True,social.monthly-revision,社会保険の事務手続き,core,mogi-2,4月支給の給与から固定的賃金が変動し、随時改定の全要件を満たした場合、標準報酬月額は原則としていつ改定されるか。,revise,complete,,True
q-0524,True,social.monthly-revision,,reinforcement,,一般の被保険者が随時改定を受ける場合、変動月以後3か月の支払基礎日数の要件はどれか。,retire,retired,,退役：公開対象外
q-0525,True,social.monthly-revision,社会保険の事務手続き,reinforcement,,随時改定の2等級以上の差を判定する際に比較するものはどれか。,revise,complete,,True
q-0526,True,social.monthly-revision,社会保険の事務手続き,core,,通常の随時改定を判定する。上限・下限の特例や産休・育休終了時改定ではなく、固定的賃金の変動後3か月平均による標準報酬月額との差が従前から1等級だけだった。原則としてどうなるか。,revise,complete,,True
q-0527,True,social.monthly-revision,,reinforcement,,残業手当だけが増加し、3か月平均による標準報酬月額に2等級の差が生じた場合の扱いはどれか。,retire,retired,,退役：公開対象外
q-0528,True,social.monthly-revision,社会保険の事務手続き,reinforcement,,固定的賃金は増額されたが、残業手当の減少により3か月平均から導いた標準報酬月額が従前より2等級下がった。通常の随時改定の日数要件は満たし、特例はない場合、どう扱うか。,revise,complete,,True
q-0529,True,social.monthly-revision,,reinforcement,,さかのぼり昇給の差額がまとめて支給された場合の随時改定の扱いはどれか。,retire,retired,,退役：公開対象外
q-0530,True,social.monthly-revision-requirements,社会保険の事務手続き,core,,通常の随時改定の基本要件をまとめたものはどれか。固定給と平均報酬による等級の増減方向は同じで、上限・下限や産休・育休終了時改定等の特例はない。,revise,complete,,True
q-0531,True,social.monthly-revision-requirements,社会保険の事務手続き,core,mogi-1,4月支給分から基本給が上がった一般被保険者について、残業手当が減少した結果、4～6月の平均報酬による標準報酬月額が従前より2等級下がった。3か月とも支払基礎日数は17日以上で、特例はない。随時改定の判定として適切なものはどれか。,maintain,complete,,True
q-0532,True,social.qualification,社会保険の事務手続き,core,mogi-1,入社日に健康保険・厚生年金の被保険者資格を取得する従業員について、事業主が資格取得届を提出する原則的な期限はいつか。,revise,complete,,True
q-0533,True,social.qualification,社会保険の事務手続き,core,,月給額が労働契約で確定している新入社員について、資格取得時の報酬月額を届け出る際の基本的な考え方はどれか。,revise,complete,,True
q-0534,True,social.qualification,社会保険の事務手続き,reinforcement,,4月に健康保険・厚生年金の資格を取得し、資格喪失・随時改定等がない。資格取得時決定による標準報酬月額の原則的な適用期間はどれか。,revise,complete,,True
q-0535,True,social.qualification,,reinforcement,,月の途中に入社し、その月末を超えて在職する被保険者の入社月の社会保険料はどのように扱われるか。,retire,retired,,退役：公開対象外
q-0536,True,social.qualification,社会保険の事務手続き,core,mogi-2,従業員が退職した場合、健康保険および厚生年金保険の資格喪失日は原則としていつか。,revise,complete,,True
q-0537,True,social.qualification,,reinforcement,,以前から在職していた被保険者が月の途中で退職し、同月得喪の例外にも該当しない場合、退職月の保険料はどうなるか。,retire,retired,,退役：公開対象外
q-0538,True,social.qualification,,reinforcement,,以前から在職していた被保険者が月末に退職した場合、退職月の保険料はどうなるか。,retire,retired,,退役：公開対象外
q-0539,True,social.qualification,,reinforcement,,翌月控除を行う事業所で月末退職者の最終給与から控除できる社会保険料はどれか。,retire,retired,,退役：公開対象外
q-0540,True,social.qualification,社会保険の事務手続き,reinforcement,,退職による被保険者資格喪失届を事業主が提出する期限はいつまでか。,revise,complete,,True
q-0541,True,social.qualification,社会保険の事務手続き,core,,厚生年金の資格取得と喪失が同じ月で、その後その月に別の厚生年金又は国民年金の資格を取得しなかった。保険料免除等がない場合、その勤務先での取得月の厚生年金保険料はどうなるか。,revise,complete,,True
q-0542,True,social.qualification,社会保険の事務手続き,reinforcement,,厚生年金を同月に取得・喪失した後、同じ月に別の勤務先の厚生年金又は国民年金（第2号を除く）の資格を取得した。先に喪失した勤務先の厚生年金保険料はどうなるか。,revise,complete,,True
q-0543,True,social.regular-determination,,reinforcement,,社会保険における定時決定の主な目的は何か。,retire,retired,,退役：公開対象外
q-0544,True,social.regular-determination,社会保険の事務手続き,core,mogi-2,2026年7月1日現在、同じ事業所で使用している被保険者A・Bの算定基礎届を確認する。資格取得日はAが5月31日、Bが6月1日。資格喪失・7〜9月の随時改定等、取得時期以外の提出不要事由はない。この年の通常の定時決定で算定基礎届を提出する対象者はどれか。,revise,complete,構造化計算未登録,True
q-0545,True,social.regular-determination,,reinforcement,,定時決定で原則として報酬を確認する期間はどれか。,retire,retired,,退役：公開対象外
q-0546,True,social.regular-determination,,reinforcement,,定時決定で決まった標準報酬月額の原則的な適用期間はどれか。,retire,retired,,退役：公開対象外
q-0547,True,social.regular-determination,社会保険の事務手続き,reinforcement,,定時決定のために事業主が提出する届書はどれか。,revise,complete,,True
q-0548,True,social.regular-determination,社会保険の事務手続き,core,,一般の被保険者（短時間労働者ではない）の通常の定時決定で、算定対象月を選ぶ支払基礎日数の下限はどれか。特殊な保険者算定はない。,revise,complete,,True
q-0549,True,social.regular-determination,社会保険の事務手続き,reinforcement,,通常の定時決定を行う一般被保険者（短時間労働者ではない）について、4〜6月のうち2か月は支払基礎日数17日以上、1か月は17日未満である。特殊な保険者算定はない場合、どの月を使うか。,revise,complete,構造化計算未登録,True
q-0550,True,social.regular-determination,社会保険の事務手続き,core,,社会保険の適用拡大により加入する短時間労働者について、通常の定時決定の算定対象月となる支払基礎日数の下限はどれか。,revise,complete,,True
q-0551,True,social.regular-determination,社会保険の事務手続き,reinforcement,,4分の3基準で加入し、適用拡大の短時間労働者には該当しないパートタイマーの通常の定時決定を行う。4〜6月の支払基礎日数がすべて17日未満で、一部の月が15日以上の場合、どの月を使うか。,revise,complete,構造化計算未登録,True
q-0552,True,social.regular-determination,社会保険の事務手続き,reinforcement,,4分の3基準で加入し、適用拡大の短時間労働者には該当しないパートタイマーの通常の定時決定を行う。4〜6月の支払基礎日数がすべて15日未満である場合、どう決定するか。,revise,complete,構造化計算未登録,True
q-0553,True,social.regular-determination,社会保険の事務手続き,reinforcement,,7月1日に使用している被保険者のうち、資格取得日のため、その年の通常の算定基礎届の提出対象から除かれる者はどれか。資格喪失や随時改定等による他の除外事由はない。,revise,complete,,True
q-0554,True,social.regular-determination,社会保険の事務手続き,core,,算定基礎届に記載する支払基礎日数の意味として適切なものはどれか。,revise,complete,,True
q-0555,True,employment.benefits,給与計算担当者が知っておきたい社会保険制度,core,,雇用保険の基本手当の対象となる状態を示したものはどれか。,revise,complete,,True
q-0556,True,employment.benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,高年齢雇用継続基本給付金が主に対象とする年齢と賃金状況はどれか。,revise,complete,,True
q-0557,True,employment.benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,育児休業給付金と休業中に会社から支払われる賃金との関係はどれか。,revise,complete,,True
q-0558,True,employment.benefits,給与計算担当者が知っておきたい社会保険制度,core,,介護休業給付金の支給元と同じ対象家族についての支給上限はどれか。,revise,complete,,True
q-0559,True,labor.workers-comp,給与計算担当者が知っておきたい法律,core,,民間の労災保険適用事業で働く労働者の対象範囲について、適切なものはどれか。,revise,complete,,True
q-0560,True,labor.workers-comp,給与計算担当者が知っておきたい法律,core,,労災保険における業務災害と通勤災害の区別として適切なものはどれか。,revise,complete,,True
q-0561,True,labor.workers-comp,給与計算担当者が知っておきたい法律,reinforcement,,労災保険の給付の種類と支給事由の組合せとして適切なものはどれか。,revise,complete,,True
q-0562,True,labor.workers-comp,,reinforcement,,労災保険のメリット制の概要として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0563,True,payroll.my-number,給与計算とは,core,,給与担当者が従業員本人から書面でマイナンバーの提供を受ける際の取扱いとして適切なものはどれか。,revise,complete,,True
q-0564,True,rates.child-support-fund,控除項目欄,core,,2026年度の協会けんぽに加入して在職する一般の被保険者について、「子ども・子育て支援金」と事業主が納める「子ども・子育て拠出金」の説明として正しいものはどれか。,revise,complete,,True
q-0565,True,rates.child-support-fund,控除項目欄,core,mogi-1,2026年度の子ども・子育て拠出金0.36％について、給与担当者の処理として正しいものはどれか。,revise,complete,,True
q-0566,True,rates.employee-pension,控除項目欄,core,,一般の厚生年金の保険料率（基金の免除保険料率がなく、労使合計）はどれか。,revise,complete,,True
q-0567,True,rates.employee-pension,控除項目欄,core,mogi-1,"標準報酬月額320,000円、厚生年金保険料率18.3％、労使折半とする。厚生年金保険料だけの被保険者負担はいくらか。基金の免除保険料率や保険料免除はない。",revise,complete,構造化計算未登録,True
q-0568,True,rates.employment-insurance,控除項目欄,core,,2026年度、一般の事業の雇用保険料における労働者負担率はどれか。,revise,complete,,True
q-0569,True,rates.employment-insurance,控除項目欄,core,,"2026年度の一般の事業における雇用保険料の事業主負担8.5/1,000の内訳として正しいものはどれか。",revise,complete,,True
q-0570,True,rates.health-insurance-tokyo,控除項目欄,core,,協会けんぽ東京支部の一般被保険者について、2026年3月分からの健康保険料率（労使合計、介護保険・子ども子育て支援金を除く）はどれか。,revise,complete,,True
q-0571,True,rates.health-insurance-tokyo,控除項目欄,core,,"2026年度の協会けんぽ東京支部の在職者で、標準報酬月額300,000円、健康保険料率9.85％、労使折半とする。健康保険料だけの本人負担はいくらか。介護保険料・子ども子育て支援金は含めない。",revise,complete,構造化計算未登録,True
q-0572,True,social.care,給与計算担当者が知っておきたい社会保険制度,core,,国内の市町村に住所を有し、適用除外のない人について、介護保険の第1号被保険者に該当する者はどれか。,revise,complete,,True
q-0573,True,social.care,給与計算担当者が知っておきたい社会保険制度,core,,国内の市町村に住所を有し、適用除外のない人について、介護保険の第2号被保険者に該当する者はどれか。,revise,complete,,True
q-0574,True,social.care,,reinforcement,,健康保険に加入する会社員が65歳に達した場合の介護保険上の区分はどうなるか。,retire,retired,,退役：公開対象外
q-0575,True,social.care,給与計算担当者が知っておきたい社会保険制度,reinforcement,,介護保険の第2号被保険者が介護サービスを利用するための原因要件はどれか。,revise,complete,,True
q-0576,True,social.care-insurance-age,給与計算担当者が知っておきたい社会保険制度,core,,国内に住所を有し、適用除外のない協会けんぽ加入者について、介護保険第2号被保険者となる年齢層はどれか。,revise,complete,,True
q-0577,True,social.care-insurance-age,給与計算担当者が知っておきたい社会保険制度,core,mogi-2,国内に住所を有して協会けんぽに継続加入し、2026年11月1日に65歳の誕生日を迎える従業員がいる。適用除外や免除はなく、保険料は毎月、前月分を給与から控除し、過去分の精算もない。健康保険と一緒に徴収する介護保険第2号の保険料を最後に控除する給与はどれか。,revise,complete,,True
q-0578,True,social.employment-procedures,社会保険の事務手続き,core,,健康保険・厚生年金保険と雇用保険の資格取得届について、提出期限の組合せはどれか。,revise,complete,,True
q-0579,True,social.employment-procedures,社会保険の事務手続き,core,,健康保険・厚生年金保険と雇用保険の資格喪失届について、提出期限の組合せはどれか。,revise,complete,,True
q-0580,True,social.health-benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,業務・通勤災害ではない病気やけがについて、健康保険の療養の給付を説明したものはどれか。,revise,complete,,True
q-0581,True,social.health-benefits,,reinforcement,,健康保険の高額療養費の説明として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0582,True,social.health-benefits,,reinforcement,,健康保険の傷病手当金が支給される基本的な場面はどれか。,retire,retired,,退役：公開対象外
q-0583,True,social.health-benefits,,reinforcement,,健康保険の出産手当金が支給される基本的な場面はどれか。,retire,retired,,退役：公開対象外
q-0584,True,social.health-benefits,,reinforcement,,健康保険の出産育児一時金の目的として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0585,True,social.health-benefits,,reinforcement,,出産手当金の制度と支給元に関する説明として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0586,True,social.health-insurers,給与計算担当者が知っておきたい社会保険制度,core,,健康保険の制度体系における協会けんぽの説明として適切なものはどれか。,revise,complete,,True
q-0587,True,social.health-insurers,給与計算担当者が知っておきたい社会保険制度,reinforcement,,組合管掌健康保険である組合健保の説明として適切なものはどれか。,revise,complete,,True
q-0588,True,social.leave-exemption,給与計算担当者が知っておきたい社会保険制度,reinforcement,,事業主が必要な申出を行い、産前産後休業又は育児休業による保険料免除の対象月に該当する。月例の健康保険料・厚生年金保険料の負担はどれか。,revise,complete,,True
q-0589,True,social.pension-insured-benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,国内に住む35歳の会社員が厚生年金に加入する場合、公的年金の基本的な加入構造はどれか。,revise,complete,,True
q-0590,True,social.pension-insured-benefits,,reinforcement,,日本国内に住む30歳の自営業者で、厚生年金保険に加入せず、第3号にも該当しない者の国民年金上の区分はどれか。,retire,retired,,退役：公開対象外
q-0591,True,social.pension-insured-benefits,,reinforcement,,35歳の会社員が勤務先で厚生年金保険に加入した場合の国民年金上の区分はどれか。,retire,retired,,退役：公開対象外
q-0592,True,social.pension-insured-benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,国内に住む35歳の人が、自分は厚生年金に加入せず、国民年金第2号である45歳の配偶者に扶養され、所定の収入等の要件も満たしている。この35歳の人の国民年金上の区分はどれか。,revise,complete,,True
q-0593,True,social.pension-insured-benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,国民年金の第3号被保険者に係る国民年金保険料の取扱いとして適切なものはどれか。,revise,complete,,True
q-0594,True,social.pension-insured-benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,厚生年金の適用事業所に常用的に使用され、労働時間等の加入要件を満たす人について、原則として被保険者となる年齢範囲はどれか。高齢任意加入は除く。,revise,complete,,True
q-0595,True,social.pension-insured-benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,老齢年金を受給している68歳の者が、厚生年金保険の適用事業所でフルタイム勤務する場合の取扱いはどれか。,revise,complete,,True
q-0596,True,social.pension-insured-benefits,給与計算担当者が知っておきたい社会保険制度,reinforcement,,厚生年金の適用事業所で、試用開始日から常用的に働き報酬を受ける従業員がいる。年齢・労働時間等の加入要件はすべて満たす。資格取得時期として適切なものはどれか。,revise,complete,,True
q-0597,True,social.remuneration-rates,,reinforcement,,会社員の健康保険料、介護保険料および厚生年金保険料の負担原則として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0598,True,social.remuneration-rates,,reinforcement,,2026年時点の一般の厚生年金保険料率について適切なものはどれか。,retire,retired,,退役：公開対象外
q-0599,True,social.remuneration-rates,,reinforcement,,厚生年金保険料率18.3%を労使折半する場合の被保険者負担率はどれか。,retire,retired,,退役：公開対象外
q-0600,True,social.remuneration-rates,,reinforcement,,協会けんぽの健康保険料率の特徴として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0601,True,social.remuneration-rates,,reinforcement,,協会けんぽの健康保険料率が年度替わりに改定される場合、一般の被保険者に新料率が適用される保険料月はどれか。,retire,retired,,退役：公開対象外
q-0602,True,social.remuneration-rates,,reinforcement,,協会けんぽの第2号被保険者に係る介護保険料率の特徴として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0603,True,social.remuneration-rates,,reinforcement,,社会保険料を翌月控除する原則に従う場合、4月に支払う給与から控除する月例保険料はどれか。,retire,retired,,退役：公開対象外
q-0604,True,social.remuneration-rates,,reinforcement,,健康保険料および厚生年金保険料の事業主による納付期限は原則としていつか。,retire,retired,,退役：公開対象外
q-0605,True,social.remuneration-rates,給与計算担当者が知っておきたい社会保険制度,reinforcement,,標準報酬月額を設ける主な目的として適切なものはどれか。,revise,complete,,True
q-0606,True,social.remuneration-rates,,reinforcement,,標準報酬月額を決定する際の通勤手当の取扱いとして適切なものはどれか。,retire,retired,,退役：公開対象外
