id,change,fields,reason,merged_into,approval
q-0421,退役,,A所得割均等割森林税。B所得消費・C事業復興・D法人を混ぜない。 全肢・解説の同じ判断をq-0364へ統合。履歴保持・習熟の自動移行なし。,q-0364,retired
q-0422,修正,explanation question_text source_keys,総合課税・標準税率を限定し毎月総支給へ10%としない。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0423,退役,,A国税1000円市町村徴収。B地方1万円税務署・C地方10%・D給与1%はいずれも違う。 全肢・解説の同じ判断をq-0364へ統合。履歴保持・習熟の自動移行なし。,q-0364,retired
q-0424,修正,choices explanation question_text source_keys,曖昧な翌年度を具体的な報告年と課税年度へ。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0425,修正,explanation source_keys,模試400の事前解放によらず通常演習で通知変更を学ぶ。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0426,修正,explanation source_keys,普通徴収と特別徴収の主体を区別。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0427,退役,,D普通または申出一括。A年調・B翌年度加算・C必ず強制はいずれも違う。死亡等を限定した統合先で学ぶ。 全肢・解説の同じ判断をq-0370へ統合。履歴保持・習熟の自動移行なし。,q-0370,retired
q-0428,退役,,B給与退職手当を原資。A新会社賞与のみ・C自治体給付・D任意口座引出は不可。 全肢・解説の同じ判断をq-0429へ統合。履歴保持・習熟の自動移行なし。,q-0429,retired
q-0429,修正,choices explanation question_text source_keys,元問の金額の基準日・死亡と継続の例外を補足。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0430,修正,explanation question_text source_keys,控除しきれるかの境界判断を維持。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0431,退役,,B最終5月を通常控除。A所得税へ・C翌年度新会社へ・D控除可能でも普通は違う。 全肢・解説の同じ判断をq-0371へ統合。履歴保持・習熟の自動移行なし。,q-0371,retired
q-0432,修正,explanation source_keys,旧会社→新会社→自治体の手順を補足。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0433,修正,explanation source_keys,徴収方法の変更と対応する手続を維持。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0434,退役,,D常時10人未満。A20・B100・C50ではない。 全肢・解説の同じ判断をq-0372へ統合。履歴保持・習熟の自動移行なし。,q-0372,retired
q-0435,退役,,B市町村申請承認。A都道府県毎年・C税務署同意・D年金届出ではない。 全肢・解説の同じ判断をq-0372へ統合。履歴保持・習熟の自動移行なし。,q-0372,retired
q-0436,修正,explanation question_text source_keys,給与控除と自治体への納入期限・所得税特例を区別。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0437,修正,explanation question_text source_keys,申請人数要件372と別に、承認後の給与控除の継続を問う。 2級全範囲・全模試の初見性の承認は別途未完了。,,complete
q-0438,退役,,C所得税当年と住民税前年。A双方当年・B逆・D双方前年は違う。 全肢・解説の同じ判断をq-0419へ統合。履歴保持・習熟の自動移行なし。,q-0419,retired
q-0439,退役,,A非課税除外後本人社保控除。B非課税加算・C非課税加算社保未控除・D住民税加算は違う。 全肢・解説の同じ判断をq-0373へ統合。履歴保持・習熟の自動移行なし。,q-0373,retired
q-0440,退役,,B所得税課税額に含めない。A住民税振替・C会社社保・D賞与表へではない。 全肢・解説の同じ判断をq-0373へ統合。履歴保持・習熟の自動移行なし。,q-0373,retired
q-0441,退役,,C課税から本人社保。A手取会社分・B会社分加算・D非課税から住民税ではない。 全肢と解説の判断をq-0373へ統合。履歴保持・習熟の自動移行なし。,q-0373,retired
q-0442,退役,,B支給期間方法。A通勤・C年所得・D雇用名称ではない。 全肢と解説の判断をq-0387へ統合。履歴保持・習熟の自動移行なし。,q-0387,retired
q-0443,退役,,C2026年所得税復興込み。A住民税加算・B復興だけ・D住民税込みではない。 全肢と解説の判断をq-0377へ統合。履歴保持・習熟の自動移行なし。,q-0377,retired
q-0444,退役,,全肢・旧正答A・解説を確認。適用時期の限定なく2037年までと断定し、2026年度成立改正の2047年までの延長を反映しない。B2020〜2044、C2015〜2039、D2011〜2035も誤り。古い期間の暗記問題は退役し、2026年の税額表の使い方は377で学ぶ。異なる技能へのID再利用・習熟移行なし。期間を問う同一技能の統合先は設定しない。,,retired
q-0445,退役,,D基準所得税へ2.1%加算。A住民税・B給与総額・C社保ではない。適用年を限定した統合先で学ぶ。 全肢と解説の判断をq-0377へ統合。履歴保持・習熟の自動移行なし。,q-0377,retired
q-0446,退役,,A通常甲は申告書提出。B退職申告・C未提出ではない。D日雇の条件不足も解消した統合先を用いる。 全肢と解説の判断をq-0392へ統合。履歴保持・習熟の自動移行なし。,q-0392,retired
q-0447,退役,,C主1か所。A従のみ・B市町村のみ・D全勤務先ではない。 全肢と解説の判断をq-0378へ統合。履歴保持・習熟の自動移行なし。,q-0378,retired
q-0448,退役,,C未提出は原則乙。A退職手当・D主給与提出済は違う。B日雇は詳細条件が必要で、統合先で対象を限定。 全肢と解説の判断をq-0358へ統合。履歴保持・習熟の自動移行なし。,q-0358,retired
q-0449,退役,,A一定日雇丙。B賞与・C無期週給・D月給申告済ではない。日額時間額・日払の不足条件を統合先で補足。 全肢と解説の判断をq-0381へ統合。履歴保持・習熟の自動移行なし。,q-0381,retired
q-0450,修正,explanation question_text source_keys,協会けんぽと国内住所を限定。65歳で介護保険料不要と誤認させない。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0451,修正,distractor_feedback explanation question_text source_keys,本人の保険診療と給付の目的を明示。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0452,修正,choices explanation source_keys,窓口負担の全ては対象でない。2026年8月年間上限の追加とも矛盾させない。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0453,修正,explanation question_text source_keys,待期3日後4日目・部分給与差額・任意継続中の新発症を区別。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0454,修正,explanation source_keys,家族出産育児一時金と本人の出産手当金を区別。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0455,修正,explanation source_keys study_tier topic_key,健康保険トピックへの誤分類を年金へ訂正し通常コアへ。460の誤分類で隠れた通常年金技能不足を解消。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0456,修正,choices distractor_feedback explanation question_text source_keys,保険者という用語を説明し、他の医療保険と区別。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0457,修正,common_mistake distractor_feedback explanation question_text source_keys,2026年9月を限定、健康保険との等級差を説明。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0458,修正,distractor_feedback explanation question_text reference_sheet_slugs source_keys,1事業所の月例を限定。不要な東京保険料率の参照を外す。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0459,修正,distractor_feedback explanation question_text source_keys,適用除外と高齢任意加入を限定し、受給年齢と加入を分離。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0460,修正,explanation question_text source_keys topic_key,年金の通常コアへ誤分類されていた健康保険年齢問題を訂正。習熟を別技能へ移さない。 全範囲・レッスンの完成・模試間の初見性は未承認。,,complete
q-0461,修正,choices explanation question_text source_keys,居住・年齢・第3号扶養条件を限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0462,修正,explanation question_text source_keys,対象月・届出月・適用月を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0463,修正,distractor_feedback explanation question_text source_keys,対象2月で割ることと11日基準との違いを説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0464,修正,distractor_feedback explanation source_keys,定義と、毎月自動改定ではない点を補足。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0465,修正,explanation question_text source_keys,2026年9月の健保50等級を年度限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0466,修正,explanation question_text source_keys,高額報酬で保険別に等級が違う理由。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0467,修正,choices explanation source_keys,恩恵と退職時を限定し、標準賞与と非対象を区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0468,退役,,A現金定期券とも算入。B非課税除外・C現物除外・D月額賞与算入は違う。 全肢・解説の同じ判断をq-0254へ統合。履歴保持・習熟移行なし。,q-0254,retired
q-0469,修正,explanation question_text source_keys,継続現物と本人負担なしを限定。価額表の全計算は未確認。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0470,修正,explanation source_keys,見舞金の名称でなく恩恵・臨時の性質。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0471,修正,explanation question_text source_keys,賞与の支給期間を限定し月例と標準賞与を区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0472,修正,explanation question_text source_keys,同じ性質の年4回賞与の取扱い。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0473,退役,,C4〜6月9月。A7〜9月10月・B10〜12月1月・D1〜3月4月は違う。 全肢・解説の同じ判断をq-0462へ統合。履歴保持・習熟移行なし。,q-0462,retired
q-0474,修正,explanation question_text source_keys,日数・増減方向・上下限特例を前提に明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0475,退役,,C2017年9月以来18.3固定。A企業規模・B組合・D都道府県厚年は違う。 全肢・解説の同じ判断をq-0480へ統合。履歴保持・習熟移行なし。,q-0480,retired
q-0476,修正,explanation source_keys,18.3÷2=9.15を説明。独立金額計算の件数には追加しない。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0477,退役,,B加入支部。A企業人数・C居住市町村・D産業分類ではない。 全肢・解説の同じ判断をq-0480へ統合。履歴保持・習熟移行なし。,q-0480,retired
q-0478,修正,choices explanation question_text source_keys,任意継続と日雇特例4月、支援金開始を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0479,退役,,C全国一律、年度見直し。A組合別固定・B市町村毎月・D都道府県5年は違う。毎年必ず数値変更と読める説明を統合先で修正。 全肢・解説の同じ判断をq-0480へ統合。履歴保持・習熟移行なし。,q-0480,retired
q-0480,修正,choices explanation question_text source_keys,居住地でなく加入支部をケースに適用。年度見直しと毎年必ず変動を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0481,修正,explanation question_text source_keys,健康厚年月例の労使合計へ対象を限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0482,修正,explanation question_text source_keys,協会けんぽ・第2号を限定し組合の負担特例と混同しない。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0483,修正,explanation question_text source_keys,特約除外と50銭境界を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0484,修正,explanation question_text source_keys,特約除外と天引きとの差を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0485,修正,explanation source_keys,合計告知額から本人合計を引く理由。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0486,修正,explanation question_text source_keys,翌月控除と賞与控除を分ける。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0487,修正,explanation question_text source_keys,月末加入継続・免除なしを明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0488,修正,explanation question_text source_keys,前月以前加入・月末外退職・翌月控除未徴収の条件。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0489,修正,explanation question_text source_keys,前月以前加入・未徴収・引き切れる条件で二重控除防止。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0490,修正,explanation source_keys,休日延長と本人控除日との区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0491,修正,distractor_feedback explanation source_keys,固定給・課税だけという誤概念を訂正。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0492,修正,distractor_feedback explanation question_text source_keys,9月基準、告示価額から本人負担を引く。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0493,修正,choices distractor_feedback explanation question_text source_keys,同一事業所・同様業務・適用除外なしを明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。 模試横断監査で通常問題とほぼ同じ暗記判断を確認し、同じ論点のケース適用へ改訂。原本の規則を適用して正答を再決定。,,complete
q-0494,修正,explanation question_text source_keys,下限を問うことで複数正解の読みに対処。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0495,修正,explanation question_text role source_keys,法令基準を9月に揃え10月予定と区別。計算分類を知識へ。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0496,修正,choices explanation question_text source_keys,必要期間と6月超も満たす曖昧さを解消。契約更新見込み。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0497,修正,explanation source_keys,休学・夜間通信・4分の3学生の違い。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0498,修正,explanation question_text source_keys,6か月以上見込み、法人合算、短時間除外人数。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0499,修正,explanation question_text source_keys,月額判定と年換算目安を区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0500,修正,explanation question_text source_keys,加入要件と加入後の報酬で範囲が違う理由。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0501,修正,answer choices distractor_feedback explanation question_text role source_keys,常用使用・報酬ありを限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。 模試横断監査で通常問題とほぼ同じ暗記判断を確認し、同じ論点のケース適用へ改訂。原本の規則を適用して正答を再決定。,,complete
q-0502,修正,explanation question_text source_keys,2026基準と2029施行・既存経過措置を区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0503,修正,choices explanation source_keys,同意対象を被保険者となるべき人へ限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0504,修正,explanation question_text source_keys,各月の下限と短時間の意味を補足。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0505,修正,distractor_feedback explanation source_keys,定時決定の2か月平均と随時改定を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0506,修正,explanation question_text source_keys,障害の例外を除外、配偶者と年齢及び未満を明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0507,修正,distractor_feedback explanation question_text source_keys,年末年齢・非配偶者・障害例外なしを明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0508,修正,explanation,将来見込みと非課税収入を補足。契約方式の詳細計算は別途。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0509,修正,explanation,三親等と生計維持の別条件を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0510,修正,explanation,協会の場合の事業主経由年金機構提出。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0511,修正,explanation question_text source_keys,保険種類と対象月を限定、有給でも免除。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0512,修正,explanation question_text source_keys,終了翌日と月末境界を例示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0513,修正,choices explanation question_text source_keys,14日要件の同月条件と賞与条件の分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0514,退役,,養育・申出・日数を前提にし、最低等級差を問う。 公式教材全文・全模試初見性・教材全体の完成は未承認。 横断範囲監査：主催者の1級の具体的範囲に、産育休終了時改定・遡り昇給・メリット制として明記される。一方2級は基本的手続で、公式2026年2級本文未入手のため、この詳細を必須演習にする根拠はない。法令照合の結果は保存し、2級学習の時間を通常処理へ振り向けるため配信から除く。別技能の統合先なし。,,retired
q-0515,退役,,終了翌日の月を月末境界例で説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。 横断範囲監査：主催者の1級の具体的範囲に、産育休終了時改定・遡り昇給・メリット制として明記される。一方2級は基本的手続で、公式2026年2級本文未入手のため、この詳細を必須演習にする根拠はない。法令照合の結果は保存し、2級学習の時間を通常処理へ振り向けるため配信から除く。別技能の統合先なし。,,retired
q-0516,退役,,次の日育休開始不可と下限の一意性を補足。 公式教材全文・全模試初見性・教材全体の完成は未承認。 横断範囲監査：主催者の1級の具体的範囲に、産育休終了時改定・遡り昇給・メリット制として明記される。一方2級は基本的手続で、公式2026年2級本文未入手のため、この詳細を必須演習にする根拠はない。法令照合の結果は保存し、2級学習の時間を通常処理へ振り向けるため配信から除く。別技能の統合先なし。,,retired
q-0517,修正,explanation source_keys,目的と要件を結びつける導入技能として維持。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0518,修正,explanation source_keys,実績変化と単価・率の変化を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0519,修正,choices explanation source_keys,住宅手当を固定月額の新設へ限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0520,修正,distractor_feedback explanation source_keys,随時対象外でも報酬・定時には入ることを説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0521,退役,,C時給単価変更は固定。A非固定/B賞与/D臨時は違う。同じ単価と実績の判断を統合。 全文照合。履歴保持・習熟移行なし。,q-0518,retired
q-0522,修正,explanation source_keys,勤務月と支給月を例で分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0523,修正,distractor_feedback explanation source_keys,起点を含め4か月目と数える。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0524,退役,,C各月17。A1月のみ/B平均/D合計は違う。 全文照合。履歴保持・習熟移行なし。,q-0504,retired
q-0525,修正,explanation source_keys,平均実額ではなく等級表で決まる標準報酬を比較。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0526,修正,explanation question_text source_keys,産育休と上下限の特例を除外。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0527,退役,,D残業だけ固定なしは対象外。A即時/B残業固定翌月/C2等級のみでは要件不足。 全文照合。履歴保持・習熟移行なし。,q-0474,retired
q-0528,修正,explanation question_text source_keys,非固定減による逆方向ケースを通常演習に保持。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0529,退役,,遡及差額を除く理由。 公式教材全文・全模試初見性・教材全体の完成は未承認。 横断範囲監査：主催者の1級の具体的範囲に、産育休終了時改定・遡り昇給・メリット制として明記される。一方2級は基本的手続で、公式2026年2級本文未入手のため、この詳細を必須演習にする根拠はない。法令照合の結果は保存し、2級学習の時間を通常処理へ振り向けるため配信から除く。別技能の統合先なし。,,retired
q-0530,修正,explanation question_text source_keys,同方向・特例なしを補足し必要条件を総合するコア。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0531,修正,choices common_mistake distractor_feedback explanation misconception_key question_text source_keys,既存のケース条件・全誤答解説が十分で維持。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0532,修正,distractor_feedback explanation question_text source_keys,入社日から資格取得の前提を明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0533,修正,explanation source_keys,日給時給等の算定と区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0534,修正,explanation question_text source_keys,資格喪失改定なし、6月取得との境界。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0535,退役,,C取得月1か月。A翌月/B半月/D日割は違う。統合先の免除なし前提を使う。 全文照合。履歴保持・習熟移行なし。,q-0487,retired
q-0536,修正,distractor_feedback explanation source_keys,月末と月途中の翌日を暦で説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0537,退役,,B前月まで。A日割/C当月/D半額は違う。勤務先分と後続制度を区別する統合先へ。 全文照合。履歴保持・習熟移行なし。,q-0488,retired
q-0538,退役,,C退職月分必要。A半額/B日割/D不要は違う。未徴収・免除なしの統合先へ。 全文照合。履歴保持・習熟移行なし。,q-0489,retired
q-0539,退役,,A前月と当月。B当月だけ限定/C半月/D翌月先取は違う。統合先で未徴収・引き切れる条件を明示済み。 全文照合。履歴保持・習熟移行なし。,q-0489,retired
q-0540,修正,explanation source_keys,資格喪失日と届出期限を区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0541,修正,explanation question_text source_keys,免除なし・後続資格なし、厚年に限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0542,修正,explanation question_text source_keys,先の厚年の還付と会社から本人への返還。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0543,退役,,A年1見直し。B資格毎月/C扶養料率/D賞与毎月は違う。制度目的の説明を統合先へ追記。 全文照合。履歴保持・習熟移行なし。,q-0462,retired
q-0544,修正,answer choices distractor_feedback explanation question_text role,7月在籍と提出不要例外を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。 模試横断監査で通常問題とほぼ同じ暗記判断を確認し、同じ論点のケース適用へ改訂。原本の規則を適用して正答を再決定。,,complete
q-0545,退役,,A4〜6月。B6〜8/C1〜3/D3〜5は違う。 全文照合。履歴保持・習熟移行なし。,q-0462,retired
q-0546,退役,,C9〜翌8月。A7〜翌6/B8〜翌7/D10〜翌9は違う。 全文照合。履歴保持・習熟移行なし。,q-0462,retired
q-0547,修正,explanation source_keys,届書名と処理対象を対応。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0548,修正,explanation question_text,下限を明示し複数正解の読みに対処。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0549,修正,explanation question_text,通常演習の月選択ケースとして保持。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0550,修正,explanation question_text,適用拡大区分と下限を明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0551,修正,explanation question_text,4分3区分・定時決定と月選択例を明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0552,修正,explanation question_text,従前と取得時を区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0553,修正,explanation question_text source_keys,7月1日時点に限定し他除外事由なし。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0554,修正,explanation source_keys,月給欠勤規程例外と有給日を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0555,修正,choices explanation source_keys,求職と他の受給要件を明示。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0556,修正,explanation source_keys,基本手当と区別し新旧最大率の境界を補足。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0557,修正,choices explanation source_keys,賃金ありなら必ず減額という誤読を修正。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0558,修正,choices explanation source_keys,同一家族の通算・3回上限・他受給条件を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0559,修正,explanation question_text source_keys,民間適用事業の労働者に限定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0560,修正,explanation source_keys,業務性移動・逸脱中断の生活必要行為例外を補足。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0561,修正,choices explanation source_keys,私傷病を除外し休業4日目と給付名を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0562,退役,,一定要件の事業に限定。詳細算式の暗記は求めない。 公式教材全文・全模試初見性・教材全体の完成は未承認。 横断範囲監査：主催者の1級の具体的範囲に、産育休終了時改定・遡り昇給・メリット制として明記される。一方2級は基本的手続で、公式2026年2級本文未入手のため、この詳細を必須演習にする根拠はない。法令照合の結果は保存し、2級学習の時間を通常処理へ振り向けるため配信から除く。別技能の統合先なし。,,retired
q-0563,修正,explanation question_text,書面本人取得を限定し番号・身元の二つを教える。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0564,修正,explanation question_text source_keys,一般在職の労使折半と任意継続を区別。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0565,修正,distractor_feedback explanation source_keys,全誤答フィードバックを補足。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0566,修正,explanation question_text source_keys,労使合計・基金免除なしを指定。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0567,修正,choices common_mistake distractor_feedback explanation question_text source_keys,資料の30万円例と一致していた答え漏れを32万円へ修正。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0568,修正,explanation source_keys,年度・事業行・負担者列を読む。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0569,修正,choices explanation source_keys,同じ5でも労使それぞれの分と説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0570,修正,explanation question_text source_keys,健康・介護・支援金と適用月を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0571,修正,distractor_feedback explanation question_text source_keys,健康単独・円未満なし。通常演習では資料例を手順学習に使う。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0572,修正,explanation question_text,国内・適用除外なし、医療加入不要を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0573,修正,explanation question_text,国内・適用除外なし、医療加入条件。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0574,退役,,Bの65歳第2号→第1号が正答。A継続/C後期/D逆方向は誤り。全文確認しq-0450の同じ境界判断へ統合。既存履歴保持・習熟移行なし。,q-0450,retired
q-0575,修正,explanation,原因だけでなく市町村の認定が必要。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0576,修正,common_mistake explanation question_text source_keys,到達前日・保険料対象月・給与控除月を分離。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0577,修正,choices common_mistake distractor_feedback explanation question_text reference_sheet_slugs role source_keys,模試の不要な料率資料リンクを外し全誤答説明追加。 公式教材全文・全模試初見性・教材全体の完成は未承認。 模試横断監査で通常問題とほぼ同じ暗記判断を確認し、同じ論点のケース適用へ改訂。原本の規則を適用して正答を再決定。,,complete
q-0578,修正,explanation source_keys,社会保険と雇用保険の期限を対比。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0579,修正,explanation source_keys,取得と喪失で雇用保険の起算が違う。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0580,修正,explanation question_text source_keys,通常演習として残し、現物給付という用語を説明。 公式教材全文・全模試初見性・教材全体の完成は未承認。,,complete
q-0581,退役,,B月額上限。A保険料年超過/C出産全費/D休業給与は違う。統合先は保険診療の対象外費用と2026年8月年間上限も説明。 本文全肢解説を照合。旧履歴保持・別技能への習熟移行なし。,q-0452,retired
q-0582,退役,,D業務外本人休業。A労災/B出産/C家族介護は違う。通算1年6か月の固有説明は統合先へ追記。 本文全肢解説を照合。旧履歴保持・別技能への習熟移行なし。,q-0453,retired
q-0583,退役,,C本人出産休業。A費用/B配偶者医療/D扶養者育児は違う。期間の多胎・予定日遅延を補って統合。 本文全肢解説を照合。旧履歴保持・別技能への習熟移行なし。,q-0454,retired
q-0584,退役,,C出産費用。A所得/B高額医療/D介護は違う。被扶養者は家族出産育児一時金の説明を統合先に保持。 本文全肢解説を照合。旧履歴保持・別技能への習熟移行なし。,q-0454,retired
q-0585,退役,,D健保出産休業。A雇用全給与/B労災全費/C厚年育休は違う。予定日前42日一律ではなく実出産日と遅延の条件を統合先で補正。 本文全肢解説を照合。旧履歴保持・別技能への習熟移行なし。,q-0454,retired
q-0586,修正,explanation source_keys,保険者と加入事務の主体を区別。模試q456へ統合せず通常基礎を保持。 公式教材全文・教材全体の網羅性は未承認。,,complete
q-0587,修正,explanation source_keys,認可を得る主体と共同設立を説明。 公式教材全文・教材全体の網羅性は未承認。,,complete
q-0588,修正,explanation question_text source_keys,対象月と申出を前提化、給付と免除を区別。 公式教材全文・教材全体の網羅性は未承認。,,complete
q-0589,修正,explanation question_text source_keys,35歳の加入構造を通常演習に保持。 公式教材全文・教材全体の網羅性は未承認。,,complete
